vinícola,vinho,ano,avaliação,num_avaliações,região,preço,tipo,corpo,acidez,Categoria
Dominio del Aguila,Reserva,2016.0,4.4,778,Ribera del Duero,73.57,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Vargas,Reserva Privada Rioja,2015.0,4.4,746,Rioja,49.67,Rioja Red,4,3,Vinhos Tintos
Abadia Retuerta,Pago Negralada,2014.0,4.4,726,Sardon de Duero,91.57,Tempranillo,4,2,Vinhos Tintos
Clos Mogador,Priorat,2012.0,4.4,695,Priorato,90.0,Priorat Red,4,3,Vinhos Tintos
Marques de Riscal,Baron de Chirel Rioja Reserva,2015.0,4.4,683,Rioja,69.95,Rioja Red,4,3,Vinhos Tintos
Alion,Ribera del Duero,2001.0,4.4,681,Ribera del Duero,190.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Riscal,Baron de Chirel Rioja Reserva,2005.0,4.4,667,Rioja,140.0,Rioja Red,4,3,Vinhos Tintos
Tridente,Rejon Tempranillo,2015.0,4.4,664,Castilla y Leon,35.75,Tempranillo,4,2,Vinhos Tintos
Alvaro Palacios,Finca Dofi,2016.0,4.4,639,Priorato,52.5,Priorat Red,4,3,Vinhos Tintos
Clos Mogador,Priorat,2007.0,4.4,624,Priorato,95.0,Priorat Red,4,3,Vinhos Tintos
Ausas,Interpretacion,2016.0,4.4,618,Ribera del Duero,45.15,Ribera Del Duero Red,5,3,Vinhos Tintos
Muga,Torre Muga,2015.0,4.4,617,Rioja,58.21,Rioja Red,4,3,Vinhos Tintos
Senorio de San Vicente,San Vicente Rioja,2016.0,4.4,609,Rioja,42.7,Rioja Red,4,3,Vinhos Tintos
Tresmano - Tr3smano,Vendimia,2017.0,4.4,581,Ribera del Duero,28.73,Ribera Del Duero Red,5,3,Vinhos Tintos
Ferrer Bobet,Priorat Vinyes Velles,2017.0,4.4,575,Priorato,32.65,Priorat Red,4,3,Vinhos Tintos
Marques de Caceres,Gaudium,2015.0,4.4,561,Rioja,43.86,Rioja Red,4,3,Vinhos Tintos
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2017.0,4.4,560,Rioja,36.9,Rioja Red,4,3,Vinhos Tintos
Remirez de Ganuza,Rioja Reserva,2013.0,4.4,550,Rioja,54.83,Rioja Red,4,3,Vinhos Tintos
Marques de Murrieta,Dalmau Rioja,2016.0,4.4,550,Rioja,55.33,Rioja Red,4,3,Vinhos Tintos
Bodegas Amaren,Tempranillo Reserva,2010.0,4.4,542,Rioja,26.9,Rioja Red,4,3,Vinhos Tintos
Bodegas Tradicion,Cream Tradicion Vos 20 Years,,4.4,527,Jerez Cream,57.9,Sherry,0,0,Vinhos Fortificados
Tinto Pesquera,Millenium Reserva,2008.0,4.4,527,Ribera del Duero,74.0,Ribera Del Duero Red,0,0,Vinhos Tintos
Hacienda Monasterio,Cosecha,2019.0,4.4,523,Ribera del Duero,34.35,Ribera Del Duero Red,0,0,Vinhos Tintos
Arzuaga,Gran Reserva Ribera del Duero,2009.0,4.4,516,Ribera del Duero,76.3,Ribera Del Duero Red,0,0,Vinhos Tintos
Ausas,Interpretacion,2017.0,4.4,514,Ribera del Duero,45.3,Ribera Del Duero Red,0,0,Vinhos Tintos
Vega Sicilia,Valbuena 5o,1995.0,4.4,512,Ribera del Duero,299.0,Ribera Del Duero Red,0,0,Vinhos Tintos
Bodegas Mauro,VS,2016.0,4.4,506,Castilla y Leon,56.5,Tempranillo,0,0,Vinhos Tintos
Vina Sastre,Pago de Santa Cruz,2014.0,4.4,499,Ribera del Duero,54.9,Ribera Del Duero Red,0,0,Vinhos Tintos
Ordonez,Vatan Tinta de Toro,2017.0,4.4,498,Toro,55.31,Toro Red,0,0,Vinhos Tintos
Cillar de Silos,Dominio del Pidio,2016.0,4.4,495,Ribera del Duero,53.91,Ribera Del Duero Red,0,0,Vinhos Tintos
Marques de Riscal,Rioja Gran Reserva,2015.0,4.4,485,Rioja,35.1,Rioja Red,0,0,Vinhos Tintos
Teso La Monja,Victorino,2017.0,4.4,481,Toro,38.5,Toro Red,0,0,Vinhos Tintos
Imperial,Rioja Gran Reserva,2015.0,4.4,471,Rioja,49.97,Rioja Red,0,0,Vinhos Tintos
Carmelo Rodero,Reserva,2016.0,4.4,450,Ribera del Duero,32.9,Ribera Del Duero Red,0,0,Vinhos Tintos
Ramos-Paul,Tinto,2006.0,4.4,443,Malaga,34.0,Red,0,0,Vinhos Tintos
Artadi,Pagos Viejos,2006.0,4.4,442,Vino de Espana,90.5,Tempranillo,0,0,Vinhos Tintos
Anima Negra,An,2018.0,4.4,436,Mallorca,38.3,Red,0,0,Vinhos Tintos
Matarromera,Ribera del Duero Prestigio,2014.0,4.4,421,Ribera del Duero,41.32,Ribera Del Duero Red,0,0,Vinhos Tintos
Bodega Numanthia,Numanthia,2004.0,4.4,414,Toro,98.0,Toro Red,0,0,Vinhos Tintos
Rafael Palacios,As Sortes Val do Bibei Godello,2018.0,4.4,412,Valdeorras,55.71,,0,0,Outros
Bodega de Bardos,Suprema 30 Meses,2016.0,4.4,406,Ribera del Duero,35.2,Ribera Del Duero Red,0,0,Vinhos Tintos
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2015.0,4.4,389,Rioja,73.6,Rioja Red,0,0,Vinhos Tintos
Ausas,Interpretacion,2018.0,4.4,389,Ribera del Duero,41.0,Ribera Del Duero Red,0,0,Vinhos Tintos
Morca,Garnacha,2016.0,4.4,376,Campo de Borja,31.5,Grenache,0,0,Vinhos Tintos
Carmelo Rodero,Ribera del Duero TSM,2015.0,4.4,367,Ribera del Duero,56.75,Ribera Del Duero Red,0,0,Vinhos Tintos
Rodriguez Sanzo,Whisba Tempranillo Aged 18 Months in Whisky Barrels,2019.0,4.4,363,Toro,20.9,Toro Red,5,3,Vinhos Tintos
Lan,A Mano Rioja,2017.0,4.4,360,Rioja,30.73,Rioja Red,4,3,Vinhos Tintos
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2014.0,4.4,351,Ribera del Duero,49.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Vinicola Real,200 Monges Rioja Gran Reserva,2001.0,4.4,349,Rioja,52.0,Rioja Red,4,3,Vinhos Tintos
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2011.0,4.4,343,Rioja,90.0,Rioja Red,4,3,Vinhos Tintos
Antidoto,La Hormiga de Antidoto,2019.0,4.4,336,Ribera del Duero,26.63,Ribera Del Duero Red,5,3,Vinhos Tintos
Abadia Retuerta,Le Domaine Blanco de Guarda,2019.0,4.4,334,Sardon de Duero,32.58,,0,0,Outros
Rafael Palacios,As Sortes Val do Bibei Godello,2019.0,4.4,333,Valdeorras,46.5,,0,0,Outros
Bosque de Matasnos,Edicion Limitada,2015.0,4.4,328,Ribera del Duero,32.58,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2017.0,4.4,319,Valencia,29.95,Red,4,3,Vinhos Tintos
Altanza,Lealtanza Coleccion de Artistas Espanoles Sorolla,2010.0,4.4,316,Rioja,34.9,Rioja Red,4,3,Vinhos Tintos
Remelluri,Granja Gran Reserva Rioja,2011.0,4.4,313,Rioja,43.9,Rioja Red,4,3,Vinhos Tintos
Perinet,Priorat,2016.0,4.4,309,Priorato,65.0,Priorat Red,4,3,Vinhos Tintos
Toro Albala,Don PX Pedro Ximenez,1994.0,4.4,306,Montilla-Moriles,35.9,Pedro Ximenez,5,1,Vinhos Fortificados
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2010.0,4.4,305,Ribera del Duero,210.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2011.0,4.4,298,Cava,55.95,Cava,2,3,Vinhos Espumantes
Costers del Siurana,Miserere,2005.0,4.4,296,Priorato,92.87,Priorat Red,4,3,Vinhos Tintos
Martinet,Clos Martinet,2015.0,4.4,296,Priorato,65.4,Priorat Red,4,3,Vinhos Tintos
Valquejigoso,V2 Tinto,2008.0,4.4,293,Madrid,45.89,Red,4,3,Vinhos Tintos
Familia Torres,Grans Muralles,2014.0,4.4,292,Conca de Barbera,304.0,Red,4,3,Vinhos Tintos
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2015.0,4.4,269,Rioja,47.5,Rioja Red,4,3,Vinhos Tintos
Lan,A Mano Rioja,2018.0,4.4,269,Rioja,29.9,Rioja Red,4,3,Vinhos Tintos
Contino,Rioja Gran Reserva,2016.0,4.4,267,Rioja,40.45,Rioja Red,4,3,Vinhos Tintos
Vinedos de Paganos,El Puntido Gran Reserva,2007.0,4.4,267,Rioja,49.65,Rioja Red,4,3,Vinhos Tintos
Artadi,Pagos Viejos,2004.0,4.4,262,Vino de Espana,57.11,Tempranillo,4,2,Vinhos Tintos
Alion,Ribera del Duero,1996.0,4.4,259,Ribera del Duero,141.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Remirez de Ganuza,Trasnocho,2010.0,4.4,258,Rioja,133.75,Rioja Red,4,3,Vinhos Tintos
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2016.0,4.4,252,Rioja,67.9,Rioja Red,4,3,Vinhos Tintos
Martinet,Clos Martinet,2011.0,4.4,249,Priorato,75.92,Priorat Red,4,3,Vinhos Tintos
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2010.0,4.4,245,Cava,47.52,Cava,2,3,Vinhos Espumantes
Volver,Triga,2017.0,4.4,243,Alicante,29.9,Red,4,3,Vinhos Tintos
Volver,Cuvee Old Vines Unfiltered,2017.0,4.4,241,Jumilla,19.99,Red,4,3,Vinhos Tintos
La Vicalanda,Gran Reserva,2010.0,4.4,239,Rioja,59.25,Rioja Red,4,3,Vinhos Tintos
Monovar,Fondillon,1996.0,4.4,236,Alicante,73.9,Red,4,3,Vinhos Tintos
Alvaro Domecq,1730 Pedro Ximenez,,4.4,234,Jerez Pedro Ximenes (PX),39.35,Sherry,4,3,Vinhos Fortificados
Bodegas Mas Alta,Cirerets,2018.0,4.4,233,Priorato,40.3,Priorat Red,4,3,Vinhos Tintos
Cillar de Silos,Dominio del Pidio,2018.0,4.4,225,Ribera del Duero,42.75,Ribera Del Duero Red,5,3,Vinhos Tintos
Contino,Vina del Olivo,2016.0,4.4,224,Rioja,149.5,Rioja Red,4,3,Vinhos Tintos
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2012.0,4.4,222,Rioja,76.5,Rioja Red,4,3,Vinhos Tintos
Martinet,Clos Martinet,2008.0,4.4,220,Priorato,113.2,Priorat Red,4,3,Vinhos Tintos
Ossian,Vinas Viejas Verdejo,2019.0,4.4,219,Castilla y Leon,26.9,Verdejo,3,3,Vinhos Brancos
Vega Sicilia,Valbuena 5o,1994.0,4.4,218,Ribera del Duero,249.8,Ribera Del Duero Red,5,3,Vinhos Tintos
Carmelo Rodero,Reserva,2017.0,4.4,217,Ribera del Duero,29.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Los Aguilares,Tadeo Tinto,2014.0,4.4,215,Sierras de Malaga,33.0,Red,4,3,Vinhos Tintos
Dominio de Cair,Tierras de Cair Reserva,2014.0,4.4,208,Ribera del Duero,37.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodega Rento,Tinto,2014.0,4.4,207,Ribera del Duero,37.13,Ribera Del Duero Red,5,3,Vinhos Tintos
R. Lopez de Heredia,Gran Reserva Rosado,2011.0,4.4,206,Rioja Alta,49.95,,0,0,Outros
Chivite,Navarra Coleccion 125 Blanco,2017.0,4.4,204,Navarra,50.9,Chardonnay,4,3,Vinhos Brancos
Gramona,Cava Celler Batlle,2006.0,4.4,201,Cava,51.95,Cava,2,3,Vinhos Espumantes
Remelluri,Rioja Blanco,2017.0,4.4,201,Rioja,49.2,Rioja White,3,3,Vinhos Brancos
Castano,Casa Cisca Monastrell,2015.0,4.4,200,Yecla,35.2,Monastrell,5,3,Vinhos Tintos
Dominio do Bibei,Lapola,2019.0,4.4,196,Ribeira Sacra,20.74,,0,0,Outros
Allende,Calvario Rioja,2008.0,4.4,195,Rioja,87.3,Rioja Red,4,3,Vinhos Tintos
Remelluri,Granja Gran Reserva Rioja,2012.0,4.4,194,Rioja,45.95,Rioja Red,4,3,Vinhos Tintos
Abadia Retuerta,Pago Negralada,2013.0,4.4,189,Sardon de Duero,64.99,Tempranillo,4,2,Vinhos Tintos
Mas Doix,Doix,2007.0,4.4,187,Priorato,350.03,Priorat Red,4,3,Vinhos Tintos
Ferrer Bobet,Seleccio Especial Vinyes Velles,2013.0,4.4,185,Priorato,69.9,Priorat Red,4,3,Vinhos Tintos
Vall Llach,Idus,2017.0,4.4,180,Priorato,36.95,Priorat Red,4,3,Vinhos Tintos
Martinet,Clos Martinet,2007.0,4.4,177,Priorato,154.37,Priorat Red,4,3,Vinhos Tintos
Marco Abella,Clos Abella Seleccion Especial,2014.0,4.4,173,Priorato,43.85,Priorat Red,4,3,Vinhos Tintos
Casa Castillo,Pie Franco,2017.0,4.4,172,Jumilla,77.98,Monastrell,5,3,Vinhos Tintos
Sierra Cantabria,Amancio,2013.0,4.4,172,Rioja,91.43,Rioja Red,4,3,Vinhos Tintos
Emilio Moro,Malleolus de Sanchomartin,2007.0,4.4,172,Ribera del Duero,195.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Espectacle del Montsant,Tinto,2016.0,4.4,169,Montsant,125.84,Montsant Red,4,3,Vinhos Tintos
Lan,Culmen Reserva Rioja,2001.0,4.4,168,Rioja,69.0,Rioja Red,4,3,Vinhos Tintos
Javier Sanz Viticultor,Singular V Malcorta Verdejo,2020.0,4.4,168,Rueda,17.49,Verdejo,3,3,Vinhos Brancos
Recaredo,Serral del Vell Brut Nature,2014.0,4.4,166,Cava,44.41,Cava,2,3,Vinhos Espumantes
Espectacle del Montsant,Tinto,2014.0,4.4,165,Montsant,149.0,Montsant Red,4,3,Vinhos Tintos
Abadia Retuerta,Pago Negralada,2009.0,4.4,165,Sardon de Duero,73.6,Tempranillo,4,2,Vinhos Tintos
Remirez de Ganuza,Trasnocho,2014.0,4.4,164,Rioja,82.75,Rioja Red,4,3,Vinhos Tintos
Mas Doix,Doix,2013.0,4.4,164,Priorato,78.38,Priorat Red,4,3,Vinhos Tintos
Protos,Seleccion Finca el Grajo Viejo,2016.0,4.4,162,Ribera del Duero,59.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Sierra Cantabria,Finca el Bosque,2014.0,4.4,162,Rioja,80.95,Rioja Red,4,3,Vinhos Tintos
Artadi,La Poza de Ballesteros,2015.0,4.4,161,Vino de Espana,95.9,Tempranillo,4,2,Vinhos Tintos
Tinto Pesquera,Millenium Reserva,2015.0,4.4,160,Ribera del Duero,75.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Harveys,30 Years VORS Pedro Ximenez Sherry,,4.4,159,Jerez Pedro Ximenes (PX),58.95,Sherry,4,3,Vinhos Fortificados
Marques de Caceres,Gaudium,1994.0,4.4,159,Rioja,125.0,Rioja Red,4,3,Vinhos Tintos
Contino,Vina del Olivo,2015.0,4.4,159,Rioja,64.0,Rioja Red,4,3,Vinhos Tintos
Sierra Cantabria,Finca el Bosque,2012.0,4.4,158,Rioja,78.9,Rioja Red,4,3,Vinhos Tintos
Orben,Malpuesto,2018.0,4.4,158,Rioja,35.5,Rioja Red,4,3,Vinhos Tintos
Artadi,Valdegines,2018.0,4.4,155,Vino de Espana,42.35,Tempranillo,4,2,Vinhos Tintos
Jaro,Chafandin,2018.0,4.4,155,Ribera del Duero,28.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Artadi,Vina El Pison,2007.0,4.4,154,Vino de Espana,495.0,Tempranillo,4,2,Vinhos Tintos
Abadia Retuerta,Pago Negralada,2016.0,4.4,152,Sardon de Duero,63.95,Tempranillo,4,2,Vinhos Tintos
Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2012.0,4.4,151,Rioja,99.0,Rioja Red,4,3,Vinhos Tintos
Vina Sastre,Pesus Ribera del Duero,2012.0,4.4,150,Ribera del Duero,379.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Dominio del Aguila,Reserva,2017.0,4.4,149,Ribera del Duero,56.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Vina Sastre,Regina Vides Ribera del Duero,2012.0,4.4,148,Ribera del Duero,65.34,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Ximenez-Spinola,Delicado Cosecha Pedro Ximenez,2019.0,4.4,147,Jerez Pedro Ximenes (PX),22.35,Pedro Ximenez,5,1,Vinhos Fortificados
Bodegas El Paraguas,Atlantico,2019.0,4.4,146,Ribeiro,18.99,,0,0,Outros
Mustiguillo,Quincha Corral,2016.0,4.4,145,El Terrerazo,79.95,Red,4,3,Vinhos Tintos
Martinet,Els Escurcons,2014.0,4.4,143,Priorato,78.49,Priorat Red,4,3,Vinhos Tintos
Remirez de Ganuza,Rioja Reserva,2014.0,4.4,142,Rioja,49.9,Rioja Red,4,3,Vinhos Tintos
Vall Llach,Idus,2018.0,4.4,141,Priorato,35.5,Priorat Red,4,3,Vinhos Tintos
Vina Pomal,Vinos Singulares Tempranillo Blanco Reserva,2014.0,4.4,141,Rioja,34.9,Rioja White,3,3,Vinhos Brancos
Astrales,Christina Ribera del Duero,2016.0,4.4,142,Ribera del Duero,50.76,Ribera Del Duero Red,5,3,Vinhos Tintos
Merum Priorati,Desti,2018.0,4.4,136,Priorato,29.95,Priorat Red,4,3,Vinhos Tintos
Hacienda Lopez de Haro,Gran Reserva Classica Tinto,2001.0,4.4,135,Rioja,36.75,Rioja Red,4,3,Vinhos Tintos
Bodegas Mauro,Godello Blanco,2019.0,4.4,134,Bierzo,37.6,,0,0,Outros
Alto Moncayo,Aquilon Garnacha,2014.0,4.4,134,Campo de Borja,100.0,Grenache,5,3,Vinhos Tintos
Cayetano del Pino,Palo Cortado 1/10,,4.4,134,Jerez-Xeres-Sherry,25.0,Sherry,4,3,Vinhos Fortificados
La Unica,Fourth Edition,,4.4,131,Vino de Espana,40.0,Tempranillo,4,2,Vinhos Tintos
Remelluri,Rioja Blanco,2018.0,4.4,130,Rioja,52.0,Rioja White,3,3,Vinhos Brancos
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2012.0,4.4,130,Rias Baixas,34.25,Albarino,3,3,Vinhos Brancos
Fefinanes,Albarino de Fefinanes III Ano,2017.0,4.4,128,Rias Baixas,35.4,Albarino,3,3,Vinhos Brancos
Arzuaga,Reserva Ribera del Duero,2018.0,4.4,128,Ribera del Duero,32.15,Ribera Del Duero Red,5,3,Vinhos Tintos
Familia Torres,Perpetual,2017.0,4.4,127,Priorato,62.75,Priorat Red,4,3,Vinhos Tintos
Gramona,Cava Celler Batlle,2010.0,4.4,126,Cava,58.3,Cava,2,3,Vinhos Espumantes
Ferrer Bobet,Seleccio Especial Vinyes Velles,2016.0,4.4,123,Priorato,58.9,Priorat Red,4,3,Vinhos Tintos
Merum Priorati,El Cel,2015.0,4.4,123,Priorato,59.0,Priorat Red,4,3,Vinhos Tintos
Gomez Cruzado,Montes Obarenes Seleccion Terroir,2016.0,4.4,122,Rioja,42.95,Rioja White,3,3,Vinhos Brancos
Vall Llach,Porrera Vi de Vila,2017.0,4.4,122,Priorato,43.95,Priorat Red,4,3,Vinhos Tintos
Resalte,Gran Ribera del Duero,2010.0,4.4,122,Ribera del Duero,41.92,Ribera Del Duero Red,5,3,Vinhos Tintos
Scala Dei,Heretge Priorat,2017.0,4.4,120,Priorato,91.03,Priorat Red,4,3,Vinhos Tintos
Figuero,Vinas Viejas,2018.0,4.4,119,Ribera del Duero,25.1,Ribera Del Duero Red,5,3,Vinhos Tintos
Artadi,La Poza de Ballesteros,2014.0,4.4,119,Vino de Espana,104.0,Tempranillo,4,2,Vinhos Tintos
Artadi,El Carretil,2010.0,4.4,117,Vino de Espana,295.3,Tempranillo,4,2,Vinhos Tintos
Osborne,Sibarita Oloroso Jerez-Xeres-Sherry 30 Years V.O.R.S,,4.4,117,Jerez Oloroso,79.9,Sherry,4,3,Vinhos Fortificados
Vina Sastre,Pago de Santa Cruz Gran Reserva Ribera del Duero,2015.0,4.4,116,Ribera del Duero,71.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Pinea,17,2018.0,4.4,115,Ribera del Duero,57.9,Tempranillo,4,2,Vinhos Tintos
Vina Sastre,Pesus Ribera del Duero,2011.0,4.4,114,Ribera del Duero,465.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Mas Doix,Doix,2014.0,4.4,114,Priorato,116.0,Priorat Red,4,3,Vinhos Tintos
Terroir Al Limit Soc. Lda,Les Tosses,2014.0,4.4,113,Priorato,158.88,Priorat Red,4,3,Vinhos Tintos
Martinet,Cami Pesseroles,2007.0,4.4,112,Priorato,165.85,Priorat Red,4,3,Vinhos Tintos
Artadi,La Poza de Ballesteros,2013.0,4.4,112,Vino de Espana,101.01,Tempranillo,4,2,Vinhos Tintos
Portal del Priorat,Clos del Portal Tros de Clos,2016.0,4.4,109,Priorato,56.95,Priorat Red,4,3,Vinhos Tintos
Vina Sastre,Pago de Santa Cruz,2019.0,4.4,109,Ribera del Duero,48.69,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Mas Alta,La Basseta,2016.0,4.4,108,Priorato,56.0,Priorat Red,4,3,Vinhos Tintos
Cims de Porrera,Classic,1996.0,4.4,106,Priorato,217.2,Priorat Red,4,3,Vinhos Tintos
Nin-Ortiz,Nit de Nin Mas d'en Cacador,2017.0,4.4,106,Priorato,89.9,Priorat Red,4,3,Vinhos Tintos
Casa Rojo,Minami,2016.0,4.4,106,Jumilla,48.9,Monastrell,5,3,Vinhos Tintos
La Rioja Alta,Rioja Gran Reserva 904,1982.0,4.4,106,Rioja,145.0,Rioja Red,4,3,Vinhos Tintos
Alvaro Palacios,Vi de Vila Gratallops,2019.0,4.4,105,Priorato,54.5,Priorat Red,4,3,Vinhos Tintos
Bodegas Naluar & Acediano,Acediano,2016.0,4.4,104,Ribera del Duero,42.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Gramona,Cava Celler Batlle,2009.0,4.4,102,Cava,59.75,Cava,2,3,Vinhos Espumantes
Cims de Porrera,Classic,2012.0,4.4,102,Priorato,49.95,Priorat Red,4,3,Vinhos Tintos
Murua,Veguin de Murua Gran Reserva,2012.0,4.4,101,Rioja,36.0,Rioja Red,4,3,Vinhos Tintos
Pago de Los Capellanes,O Luar do Sil Valdeorras Godello Sobre Lias,2020.0,4.4,101,Valdeorras,16.39,,0,0,Outros
Mas Doix,Doix,2015.0,4.4,100,Priorato,95.0,Priorat Red,4,3,Vinhos Tintos
Vinyes Domenech,Teixar,2015.0,4.4,99,Montsant,51.05,Montsant Red,4,3,Vinhos Tintos
Sei Solo,Tinto,2018.0,4.4,99,Ribera del Duero,52.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Ximenez-Spinola,Anada Pedro Ximenez,2018.0,4.4,99,Jerez-Xeres-Sherry,17.5,Pedro Ximenez,5,1,Vinhos Fortificados
Abadia Retuerta,Le Domaine Blanco de Guarda,2020.0,4.4,99,Sardon de Duero,33.8,,0,0,Outros
Artadi,Vina El Pison,1999.0,4.4,98,Vino de Espana,419.85,Tempranillo,4,2,Vinhos Tintos
Portal del Priorat,Clos del Portal Somni,2016.0,4.4,98,Priorato,33.03,Priorat Red,4,3,Vinhos Tintos
Terroir Al Limit Soc. Lda,Les Manyes,2015.0,4.4,98,Priorato,189.0,Priorat Red,4,3,Vinhos Tintos
Castillo Perelada,Emporda Aires de Garbet,2017.0,4.4,98,Emporda,39.22,Red,4,3,Vinhos Tintos
Pago de Vallegarcia,Montes de Toledo Syrah,2019.0,4.4,97,Castilla,19.5,Syrah,4,3,Vinhos Tintos
Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2014.0,4.4,97,Ribera del Duero,44.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Vina Sastre,Regina Vides Ribera del Duero,2010.0,4.4,96,Ribera del Duero,101.1,Ribera Del Duero Red,5,3,Vinhos Tintos
Eulogio Pomares,Maceracion Con Pieles,2017.0,4.4,95,Rias Baixas,36.95,Albarino,3,3,Vinhos Brancos
Toro Albala,Don PX Pedro Ximenez,1986.0,4.4,95,Montilla-Moriles,225.0,Pedro Ximenez,5,1,Vinhos Fortificados
Marques de Riscal,Baron de Chirel Rioja Reserva,2003.0,4.4,95,Rioja,77.0,Rioja Red,4,3,Vinhos Tintos
Casa Castillo,Pie Franco,2018.0,4.4,95,Jumilla,69.0,Monastrell,5,3,Vinhos Tintos
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2004.0,4.4,94,Rioja,90.0,Rioja Red,4,3,Vinhos Tintos
Sangenis I Vaque,Clos Monlleo,2011.0,4.4,94,Priorato,50.0,Priorat Red,4,3,Vinhos Tintos
Allende,Calvario Rioja,2010.0,4.4,92,Rioja,125.97,Rioja Red,4,3,Vinhos Tintos
Delgado Zuleta,B.Rodriguez La-Cave Quo Vadis?,,4.4,89,Jerez Amontillado,87.9,Sherry,4,3,Vinhos Fortificados
Bodegas Mas Alta,La Solana Alta,2017.0,4.4,90,Priorato,63.46,,0,0,Outros
Vinas del Vero,Blecua Somontano,2004.0,4.4,88,Somontano,69.0,Red,4,3,Vinhos Tintos
Merum Priorati,El Cel,2016.0,4.4,88,Priorato,64.0,Priorat Red,4,3,Vinhos Tintos
VALENCISO,Rioja Reserva 10 Anos Despues Edicion Limitada,2011.0,4.4,88,Rioja,57.9,Rioja Red,4,3,Vinhos Tintos
Artadi,El Carretil,2014.0,4.4,86,Vino de Espana,143.51,Tempranillo,4,2,Vinhos Tintos
Mas Perinet,Perinet + Plus,2004.0,4.4,85,Priorato,54.05,Priorat Red,4,3,Vinhos Tintos
Espectacle del Montsant,Tinto,2017.0,4.4,85,Montsant,102.0,Montsant Red,4,3,Vinhos Tintos
Clos Mogador,Priorat,1999.0,4.4,85,Priorato,95.0,Priorat Red,4,3,Vinhos Tintos
Luis A. Rodriguez Vazquez,Vina de Martin Escolma Ribeiro,2016.0,4.4,85,Ribeiro,37.65,,0,0,Outros
Artadi,Vina El Pison,2001.0,4.4,85,Vino de Espana,340.0,Tempranillo,4,2,Vinhos Tintos
Carmelo Rodero,Reserva,2018.0,4.4,83,Ribera del Duero,28.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Alvaro Palacios,Finca Dofi,2019.0,4.4,82,Priorato,84.55,Priorat Red,4,3,Vinhos Tintos
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1959.0,4.4,80,Rioja,940.0,Rioja Red,4,3,Vinhos Tintos
Martinet,Cami Pesseroles,2008.0,4.4,80,Priorato,152.6,Priorat Red,4,3,Vinhos Tintos
Vizcarra,Ribera del Duero Torralvo,2018.0,4.4,80,Ribera del Duero,32.45,Ribera Del Duero Red,5,3,Vinhos Tintos
Chozas Carrascal,El Cabernet F - Familiar,2017.0,4.4,80,Utiel-Requena,34.9,Red,4,3,Vinhos Tintos
Bodegas Vilano,Premium,2018.0,4.4,79,Ribera del Duero,35.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Pago de Vallegarcia,Hipperia Red Blend,2018.0,4.4,79,Castilla,24.9,Red,4,3,Vinhos Tintos
Alonso del Yerro,Maria Ribera del Duero,2016.0,4.4,78,Ribera del Duero,53.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Emilio Moro,Vendimia Seleccionada,2019.0,4.4,77,Ribera del Duero,21.38,Ribera Del Duero Red,5,3,Vinhos Tintos
Artadi,Vina El Pison,2016.0,4.4,77,Vino de Espana,385.0,Tempranillo,4,2,Vinhos Tintos
